ITEMCODE,ITEMNAME,IT_PARTNO,IT_PARTNAME,UOM
IC-1.SGF.SSF.000216,MARUTIEC190/EPE CORNER/375 X 350 X 190 mm,MARUTIEC190,EPE CORNER,PCS
IC-1.SGF.SSF.000217,MARUTIEC210/EPE CORNER/375 X 350 X 210 mm,MARUTIEC210,EPE CORNER,PCS
IC-1.SGF.SSF.000218,MARUTIEC280/EPE CORNER/375 X 350 X 280 mm,MARUTIEC280,EPE CORNER,PCS
IC-1.FEEP.FEEP.000219,EPE Foam/103 x 62 x 40 mm,,EPE Foam,PCS
IC-1.FEEP.FEEP.000220,EPE Foam/12 MM X 35MTRS,,EPE Foam,PCS
IC-1.FEEP.FEEP.000221,EPE Foam/5 MM  X 50 Mtrs,,EPE Foam,ROLL
IC-1.FEEP.FEEP.000222,EPE Foam/5 mm x 50 mtrs,,EPE Foam,PCS
IC-1.FEEP.FEEP.000223,"EPE Foam/50 mm ""U"" Profile Foam",,EPE Foam,PCS
IC-1.FEEP.FEEP.000224,EPE Foam/50 x 35 x 30 mm,,EPE Foam,PCS
IC-1.FEEP.FEEP.000225,EPE Foam/7 mm x 50 mtrs,,EPE Foam,PCS
IC-1.FEEP.FEEP.000226,EPE Foam/70 X 40 X 10,,EPE Foam,PCS
IC-1.FEEP.FEEP.000227,EPE Foam/8 mm x 50 mtrs,,EPE Foam,PCS
IC-1.REFR.REFR.000228,EPE Foam/ 7 MM x 50 Mtrs,,EPE Foam,PCS
IC-1.REFR.REFR.000229,EPE Foam/ 8 MM X 50 Mtrs,,EPE Foam,PCS
IC-1.REFR.REFR.000230,EPE Foam/12 MM X 35 Mtrs,,EPE Foam,ROLL
IC-1.REFR.REFR.000231,EPE Foam/70 X 40  X 10 MM,,EPE Foam,PCS
IC-1.SGF.EFR.000232,INDICEPR12/EP Foam Roll/12 mm/35 mtr,INDICEPR12,EP Foam Roll,PCS
IC-1.FVFF.FVFF.000233,EPA Foam Black/200 x 50 x 40 mm,,EPA Foam Black,PCS
IC-1.SVS.SVS.002155,Propatech VCI Sheet/1143 x 1120 mm,,Propatech VCI Sheet,PCS
IC-1.SVS.SVS.002156,Propatech VCI Sheet/1145 x 1170 mm,,Propatech VCI Sheet,PCS
IC-1.SVS.SVS.002157,Propatech VCI Sheet/350 x 550 mm,,Propatech VCI Sheet,PCS
IC-1.SVS.SVS.002158,Propatech VCI Sheet/550 x 800 mm,,Propatech VCI Sheet,PCS
IC-1.SVS.SVS.002159,Propatech VCI Sheet/580 x 430 mm,,Propatech VCI Sheet,PCS
IC-1.SVS.SVS.002160,Propatech VCI Sheet/750 x 950 mm,,Propatech VCI Sheet,PCS
IC-1.SVS.SVS.002161,Propatech VCI Sheet/950 x 1150 mm,,Propatech VCI Sheet,PCS
IC-1.SSDFG.VFGVS.002162,ALPHAVS12/VCI SHEET/1200 x 1100mm,ALPHAVS12,VCI SHEET,KGS
IC-1.SSDFG.VFGVS.002163,ATVPRVS10/VCI SHEET/10 X 10 INCH,ATVPRVS10,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002164,BAJAJVS10/VCI SHEET/1080 X 919 mm,BAJAJVS10,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002165,BAJAJVS13/VCI SHEET/1350 X 1200,BAJAJVS13,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002166,BHAGWA35/VCI SHEET/350 X 250,BHAGWA35,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002167,BHAGWA45/VCI SHEET/450 X 450,BHAGWA45,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002168,ELITEVS113/VCI SHEET/ 1135 X 635 MM,ELITEVS113,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002169,ELITEVS810/VCI SHEET/ 810 X 500 MM,ELITEVS810,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002170,ELITEVS915/VCI SHEET/ 915 X 600 MM,ELITEVS915,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002171,ELITEVS940/VCI SHEET/ 940 X 750 MM,ELITEVS940,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002174,INDIAVS100/VCI SHEET/1000 X 1200 mm,INDIAVS100,VCI SHEET,PCS
IC-1.SLD.VBFGS.001153,FOCUSVB350/VCI Bag/310 X 310 X 350,FOCUSVB350,VCI Bag,PCS
IC-1.SLD.VBFGS.001154,FOCUSVB38/VCI Bag/380 X 170 mm,FOCUSVB38,VCI Bag,PCS
IC-1.SLD.VBFGS.001155,FOCUSVB380/VCI Bag/380 X 170 mm (B),FOCUSVB380,VCI Bag,PCS
IC-1.SLD.VBFGS.001156,FOCUSVB425/VCI Bag/310 X 310 X 425,FOCUSVB425,VCI Bag,PCS
IC-1.SLD.VBFGS.001157,FOCUSVB55/VCI Bag/5 X 5 inchs,FOCUSVB55,VCI Bag,KGS
IC-1.SLD.VBFGS.001158,FOCUSVB57/VCI Bag/5 X 7 INCH,FOCUSVB57,VCI Bag,PCS
IC-1.SLD.VBFGS.001159,FOCUSVB58/VCI Bag/5 X 8 inch,FOCUSVB58,VCI Bag,KGS
IC-1.SLD.VBFGS.001160,FOCUSVB68/VCI Bag/6 X 8 INCH,FOCUSVB68,VCI Bag,PCS
IC-1.SLD.VBFGS.001161,FOCUSVB685/VCI Bag/685 X 685 X 75 mm,FOCUSVB685,VCI Bag,PCS
IC-1.SLD.VBFGS.001162,FOCUSVB79/VCI Bag/7 X 9 INCH,FOCUSVB79,VCI Bag,PCS
IC-1.SLD.VBFGS.001163,FOCUSVB812/VCI Bag/8 X 12 inch,FOCUSVB812,VCI Bag,PCS
IC-1.SLD.VBFGS.001164,FOCUSVB97/VCI Bag/9 X 7 X 10 INCH,FOCUSVB97,VCI Bag,PCS
IC-1.SLD.VBFGS.001165,FORCEVB54/VCI Bag/540 X 205 X 205 X 940 mm,FORCEVB54,VCI Bag,SQM
IC-1.SLD.VBFGS.001166,FORCEVB74/VCI Bag/540 X 210X210 X 740 mm,FORCEVB74,VCI Bag,PCS
IC-1.SLD.VBFGS.001167,GESCOVB13/VCI Bag/13 X 7 X 15 INCH,GESCOVB13,VCI Bag,PCS
IC-1.SLD.VBFGS.001168,GESCOVB42/VCI Bag/42 X 34 X 60 INCH,GESCOVB42,VCI Bag,PCS
IC-1.SLD.VBFGS.001169,GESCOVB85/VCI Bag/8.5 X 8.5 X 12 INCH,GESCOVB85,VCI Bag,PCS
IC-1.SLD.VBFGS.001170,GINDRVB66/VCI Bag/ 6 X 6 Inch,GINDRVB66,VCI Bag,PCS
IC-1.SLD.VBFGS.001171,GREENVB11/VCI Bag/1100 X 950 X 1100,GREENVB11,VCI Bag,PCS
IC-1.SLD.VBFGS.001172,GREENVB12/VCI Bag/ 1170 X 800 X 1200,GREENVB12,VCI Bag,PCS
IC-1.SLD.VBFGS.001173,GREENVB54/VCI Bag/540 X 385 X 308,GREENVB54,VCI Bag,PCS
IC-1.SLD.VBFGS.001174,GREENVB80/VCI Bag/800 X 600 X 700  87.5 Micron,GREENVB80,VCI Bag,PCS
IC-1.SLD.VBFGS.001497,"SHIVAVB51/VCI Bag/ 510 X 260 X 160 , 50 Mic.",SHIVAVB51,VCI Bag,PCS
IC-1.SLD.VBFGS.001498,"SHIVAVB68/VCI Bag/ 6 X 8 ,60 MIC, , Blue.",SHIVAVB68,VCI Bag,PCS
IC-1.SLD.VBFGS.001499,"SHIVAVB81/VCI Bag/ 8 X 10 ,60 Mic. , Blue.",SHIVAVB81,VCI Bag,PCS
IC-1.SLD.VBFGS.001500,SHOWAVB40/VCI Bag/ 40 X 40 X 20,SHOWAVB40,VCI Bag,PCS
IC-1.SLD.VBFGS.001501,SHOWAVB66/VCI Bag/ 40 X 66 X 24,SHOWAVB66,VCI Bag,PCS
IC-1.SLD.VBFGS.001502,SHREEVB87/VCI Bag/8.75 X 11 INCH,SHREEVB87,VCI Bag,PCS
IC-1.SLD.VBFGS.001503,SHRESVB12/VCI Bag/12 X 15,SHRESVB12,VCI Bag,PCS
IC-1.SLD.VBFGS.001504,"SHRIHVB46/VCI Bag/ 4 X 6 , VCI Pouch 75 Micron",SHRIHVB46,VCI Bag,PCS
IC-1.SLD.VBFGS.001505,SHRINVB11/VCI Bag/ 1150 X 1150 X 900,SHRINVB11,VCI Bag,PCS
IC-1.SLD.VBFGS.001506,"SHRINVB35/VCI Bag/750 X 950 , 350 GSM , VCI 2D BAG",SHRINVB35,VCI Bag,PCS
IC-1.SLD.VBFGS.001507,SHRINVB55/VCI Bag/ 800 X 550 mm,SHRINVB55,VCI Bag,PCS
IC-1.SLD.VBFGS.001508,"SHRINVB70/VCI Bag/ 700 X 500 ,Yellow Color , 87.5 Micron",SHRINVB70,VCI Bag,PCS
IC-1.SLD.VBFGS.001509,"SHRINVB75/VCI Bag/ 750 X 950 , 350 GSM , VCI 2D BAG",SHRINVB75,VCI Bag,PCS
IC-1.SLD.VBFGS.001510,SHRINVB80/VCI Bag/800 X 550 mm,SHRINVB80,VCI Bag,PCS
IC-1.SLD.VBFGS.001511,SHRINVB85/VCI Bag/ 950 X 850 X 900,SHRINVB85,VCI Bag,PCS
IC-1.SLD.VBFGS.001512,SHRINVB95/VCI Bag/ 1100 X 950 X 800,SHRINVB95,VCI Bag,PCS
IC-1.SLD.VBFGS.001513,SHRIRAVB10/VCI Bag/10 X 12,SHRIRAVB10,VCI Bag,PCS
IC-1.SLD.VBFGS.001514,SHRIRAVB44/VCI Bag/4 X 4,SHRIRAVB44,VCI Bag,PCS
IC-1.SLD.VBFGS.001515,SHRIRAVB57/VCI Bag/5 X 7,SHRIRAVB57,VCI Bag,PCS
IC-1.SLD.VBFGS.001516,SHRIRAVB68/VCI Bag/6 X 8,SHRIRAVB68,VCI Bag,PCS
IC-1.SLD.VBFGS.001517,SHRIRAVB81/VCI Bag/8 X 10,SHRIRAVB81,VCI Bag,PCS
IC-1.BVP.BVP.001831,Propatech VCI 2D Bag/250 x 300 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001832,Propatech VCI 2D Bag/250 x 400 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001833,Propatech VCI 2D Bag/250 x 650 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001834,Propatech VCI 2D Bag/260 x 290 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001835,Propatech VCI 2D Bag/290 x 330 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001836,Propatech VCI 2D Bag/300 x 375 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001837,Propatech VCI 2D Bag/300 x 500 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001838,Propatech VCI 2D Bag/340 x 430 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001839,Propatech VCI 2D Bag/390 x 500 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001840,Propatech VCI 2D Bag/4 x 6 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001841,Propatech VCI 2D Bag/4 x 8 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001842,Propatech VCI 2D Bag/5 x 6 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001843,Propatech VCI 2D Bag/5 x 8 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001844,Propatech VCI 2D Bag/500 x 500 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001845,Propatech VCI 2D Bag/6 X 15 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001846,Propatech VCI 2D Bag/6 x 10 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001847,Propatech VCI 2D Bag/6 x 13 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001848,Propatech VCI 2D Bag/6 x 32 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001849,Propatech VCI 2D Bag/6 x 7 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001829,Propatech VCI 2D Bag/210 x 310 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001830,Propatech VCI 2D Bag/220 x 180 mm,,Propatech VCI 2D Bag,PCS
IC-1.SSDFG.VFGVS.002176,INDIAVS120/VCI SHEET/1200 X 800 mm,INDIAVS120,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002177,INDIAVS140/VCI SHEET/700 X 1400 mm,INDIAVS140,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002179,INDIAVS600/VCI SHEET/600 X 800 mm,INDIAVS600,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002180,INDIAVS700/VCI SHEET/700 X 700 mm,INDIAVS700,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002182,INDIAVS800/VCI SHEET/800 X 800 mm,INDIAVS800,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002183,INDUSVS28/VCI SHEET/ 28 X 23.5,INDUSVS28,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002184,MANISVS24/VCI SHEET/ 24 X 28,MANISVS24,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002185,MANISVS72/VCI SHEET/ 720 X 1200,MANISVS72,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002186,"NEXTEVS175/VCI SHEET/ 1750 X 3800 , 100 Micron",NEXTEVS175,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002187,"NEXTEVS176/VCI SHEET/ 1760 X 3810MM, 100 MICRON",NEXTEVS176,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002188,NEXTEVS190/VCI SHEET/ 1900 X 3500,NEXTEVS190,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002189,"PRONKVS100/VCI SHEET/(2MX100MTR01Rol=20.6KG), 100 Micron",PRONKVS100,VCI SHEET,SQM
IC-1.SSDFG.VFGVS.002190,QHTALVS46/VCI SHEET/46 X 46 INCH,QHTALVS46,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002191,RANEMVS32/VCI SHEET/32 X 46 INCH,RANEMVS32,VCI SHEET,KGS
IC-1.SSDFG.VFGVS.002192,RANEMVS90/VCI SHEET/90 X 120 INCH,RANEMVS90,VCI SHEET,KGS
IC-1.SSDFG.VFGVS.002193,RICOFVS385/VCI SHEET/385 X 285 mm,RICOFVS385,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002194,RELIAVS570/VCI SHEET/ 570 X 570 MM,RELIAVS570,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002195,SHRIKVS450/VCI SHEET/450 X 450,SHRIKVS450,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002196,THEHIVS125/VCI SHEET/ ZERUST FE SHEET 125*125 MM,THEHIVS125,VCI SHEET,PCS
IC-1.SLD.VBFGS.001175,HEFDUVB10/VCI Bag/ 875 X 1000 X 1000MM.,HEFDUVB10,VCI Bag,PCS
IC-1.SLD.VBFGS.001176,HEFDUVB100/VCI Bag/ 875 X 1000 X 875MM,HEFDUVB100,VCI Bag,PCS
IC-1.SLD.VBFGS.001177,"HEFDUVB25/VCI Bag/250 X 295 X 90 mm, 100 Micron",HEFDUVB25,VCI Bag,PCS
IC-1.SLD.VBFGS.001178,HEFDUVB27/VCI Bag/ 300 X 250 X 275MM,HEFDUVB27,VCI Bag,PCS
IC-1.SLD.VBFGS.001179,HEFDUVB43/VCI Bag/ 430 X 500 X 500MM,HEFDUVB43,VCI Bag,PCS
IC-1.SLD.VBFGS.001180,HEFDUVB87/VCI Bag/ 875 X 500 X 775 MM .,HEFDUVB87,VCI Bag,PCS
IC-1.SLD.VBFGS.001181,HONDAVB/VCI Bag,HONDAVB,VCI Bag,PCS
IC-1.SLD.VBFGS.001182,HONDAVB11/VCI Bag/1830 X 1160 X 1120 MM,HONDAVB11,VCI Bag,PCS
IC-1.SLD.VBFGS.001183,HONDAVB12/VCI Bag/2240 X 1200 X 1550,HONDAVB12,VCI Bag,PCS
IC-1.SLD.VBFGS.001184,HONDAVB15/VCI Bag/150 X 150,HONDAVB15,VCI Bag,PCS
IC-1.SLD.VBFGS.001185,HONDAVB16/VCI Bag/155 X 160 MM,HONDAVB16,VCI Bag,PCS
IC-1.SLD.VBFGS.001186,HONDAVB19/VCI Bag/1950 X 1160 X 1060,HONDAVB19,VCI Bag,PCS
IC-1.SLD.VBFGS.001187,HONDAVB22/VCI Bag/2240 X 1200 X 1080,HONDAVB22,VCI Bag,PCS
IC-1.SLD.VBFGS.001188,HONDAVB25/VCI Bag/250 X 340 MM,HONDAVB25,VCI Bag,PCS
IC-1.SLD.VBFGS.001189,HONDAVB28/VCI Bag/590 X 250 X 280,HONDAVB28,VCI Bag,PCS
IC-1.SLD.VBFGS.001190,HONDAVB33/VCI Bag/730 X 230 X 330,HONDAVB33,VCI Bag,PCS
IC-1.SLD.VBFGS.001191,HONDAVB35/VCI Bag/350 X 360 X 600,HONDAVB35,VCI Bag,PCS
IC-1.SLD.VBFGS.001192,HONDAVB40/VCI Bag/400 X 400 X 400,HONDAVB40,VCI Bag,PCS
IC-1.SLD.VBFGS.001193,HONDAVB45/VCI Bag/600 X 500 X 450,HONDAVB45,VCI Bag,PCS
IC-1.SLD.VBFGS.001194,HONDAVB50/VCI Bag/500 X 240 X 400,HONDAVB50,VCI Bag,PCS
IC-1.SLD.VBFGS.001518,SHRIRVB45/VCI Bag/4.5 X 6,SHRIRVB45,VCI Bag,PCS
IC-1.SLD.VBFGS.001519,SHRIRVB68/VCI Bag/6 X 8 INCH,SHRIRVB68,VCI Bag,PCS
IC-1.SLD.VBFGS.001520,"SIDDHVB19/VCI Bag/ 19 X 14 X 15"" 1 Kg.",SIDDHVB19,VCI Bag,PCS
IC-1.SLD.VBFGS.001521,"SIDDHVB38/VCI Bag/ 38 X 38 X 49"" 18 Kg.",SIDDHVB38,VCI Bag,PCS
IC-1.SLD.VBFGS.001522,SIDDHVB45/VCI Bag/450 X 350 X 240 MM,SIDDHVB45,VCI Bag,PCS
IC-1.SLD.VBFGS.001523,SIGMAVB11/VCI Bag/9 X 11,SIGMAVB11,VCI Bag,PCS
IC-1.SLD.VBFGS.001524,SIGMAVB12/VCI Bag/ 125 X 300 X 250,SIGMAVB12,VCI Bag,PCS
IC-1.SLD.VBFGS.001525,SIGMAVB35/VCI Bag/ 350 X 300 X 500,SIGMAVB35,VCI Bag,PCS
IC-1.SLD.VBFGS.001526,SIGMAVB39/VCI Bag/39 X 46 X 26 INCH,SIGMAVB39,VCI Bag,PCS
IC-1.SLD.VBFGS.001527,SILICVB276/VCI Bag/276 x 276 x 170 mm,SILICVB276,VCI Bag,PCS
IC-1.SLD.VBFGS.001528,SINGHVB12/VCI Bag/9 X 12 INCH,SINGHVB12,VCI Bag,KGS
IC-1.SLD.VBFGS.001529,SINGHVB20/VCI Bag/20 X 24 INCH,SINGHVB20,VCI Bag,KGS
IC-1.SLD.VBFGS.001530,SINGHVB68/VCI Bag/6 x 8,SINGHVB68,VCI Bag,KGS
IC-1.SLD.VBFGS.001531,SKODAPB400/PLASTIC BAG/ 400 X 400 mm,SKODAPB400,PLASTIC BAG,PCS
IC-1.SLD.VBFGS.001532,SMITHVB10/VCI Bag/2 X 10 INCH 75 Micron,SMITHVB10,VCI Bag,PCS
IC-1.SLD.VBFGS.001533,SMITHVB21/VCI Bag/21 X 18 INCH 75 Micron,SMITHVB21,VCI Bag,PCS
IC-1.SLD.VBFGS.001534,SMITHVB26/VCI Bag/2 X 6 INCH 75 Micron,SMITHVB26,VCI Bag,PCS
IC-1.SLD.VBFGS.001535,SMITHVB46/VCI Bag BLUE UNPRINTED/4 X 6 INCH  75 Micron,SMITHVB46,VCI Bag BLUE UNPRINTED,PCS
IC-1.SLD.VBFGS.001536,"SMITHVB57/VCI Bag/ 5 X 7"" , 75 Micron",SMITHVB57,VCI Bag,PCS
IC-1.SLD.VBFGS.001537,SMITHVB68/VCI Bag/6 X 8 INCH 75 Micron,SMITHVB68,VCI Bag,PCS
IC-1.SLD.VBFGS.001538,SMITHVB81/VCI Bag/8 X 10 INCH 75 Micron,SMITHVB81,VCI Bag,PCS
IC-1.BVP.BVP.001850,Propatech VCI 2D Bag/6 x 8 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001851,Propatech VCI 2D Bag/750 x 800 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001852,Propatech VCI 2D Bag/8 x 10 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001853,Propatech VCI 2D Bag/8 x 15 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001854,Propatech VCI 2D Bag/8.5 x 12 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001855,Propatech VCI 2D Bag/850 x 1000 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001856,Damper Pouch/3.4 x 6 Inch,,Damper Pouch,KGS
IC-1.BVP.BVP.001857,Gasset Bags/535 x 365 x 350 mm,,Gasset Bags,PCS
IC-1.BVP.BVP.001858,Propatech VCI  Bag/15 x 17 Inch,,Propatech VCI  Bag,PCS
IC-1.BVP.BVP.001859,Propatech VCI 2D Bag/10 X 20 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001860,Propatech VCI 2D Bag/10 x 24 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001861,Propatech VCI 2D Bag/1000 x 1000 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001862,Propatech VCI 2D Bag/11 x 13 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001863,Propatech VCI 2D Bag/125 x 125 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001864,Propatech VCI 2D Bag/13 x 6 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001866,Propatech VCI 2D Bag/150 x 150 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001867,Propatech VCI 2D Bag/160 x 215 mm,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001868,Propatech VCI 2D Bag/18 X 18 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001869,Propatech VCI 2D Bag/18 x 22 Inch,,Propatech VCI 2D Bag,PCS
IC-1.BVP.BVP.001870,Propatech VCI 2D Bag/200 x 200 mm,,Propatech VCI 2D Bag,PCS
IC-1.SSDFG.VFGVS.002197,THEHIVS200/VCI SHEET/ZERUST FE SHEET 200 X 200 MM,THEHIVS200,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002198,THEHIVS250/VCI SHEET/ ZERUST FE SHEET 250 X 250 MM THICK-50 M,THEHIVS250,VCI SHEET,PCS
IC-1.SSDFG.VFGVS.002199,TRAFAVS370/VCI SHEET/370 X 370,TRAFAVS370,VCI SHEET,PCS
IC-1.WB.WB.002200,Ricon/38.5 x 28.5 x 39.5,,Ricon,PCS
IC-1.WWFG.A.002201,ACTIVEWB1200/Wooden Box/1200 X 2100 X 500,ACTIVEWB1200,Wooden Box,PCS
IC-1.WWFG.A.002202,ACTIVEWB1650/Wooden Box/1650 X 550 X 2150 MM,ACTIVEWB1650,Wooden Box,PCS
IC-1.WWFG.A.002203,ACTIVEWB2020/Wooden Box/2020 X 550 X 2350 MM,ACTIVEWB2020,Wooden Box,PCS
IC-1.WWFG.A.002204,ACTIVEWB2050/Wooden Box/2050 X 550 X 2150 MM,ACTIVEWB2050,Wooden Box,PCS
IC-1.WWFG.A.002205,ACTIVEWB2300/Wooden Box/2300 X 570 X 2150 MM,ACTIVEWB2300,Wooden Box,PCS
IC-1.WWFG.A.002206,ACTIVEWB2450/Wooden Box/2450 X 550 X 2150 MM,ACTIVEWB2450,Wooden Box,PCS
IC-1.WWFG.A.002207,ACTIVEWB2850/Wooden Box/2850 X 550 X 2350 MM,ACTIVEWB2850,Wooden Box,PCS
IC-1.WWFG.A.002208,ACTIVEWB4350/Wooden Box/4350 X 970 X 2150 MM,ACTIVEWB4350,Wooden Box,PCS
IC-1.WWFG.A.002209,ACTIVEWB550/Wooden Box/550 X 450 X 570 MM,ACTIVEWB550,Wooden Box,PCS
IC-1.WWFG.A.002215,BUSCHWB10/Wooden Box/1050X1050X800MM,BUSCHWB10,Wooden Box,PCS
IC-1.WWFG.A.002216,BUSCHWB1000/Wooden Box/1000X1000X1000MM,BUSCHWB1000,Wooden Box,PCS
IC-1.WWFG.A.002217,BUSCHWB1050/Wooden Box/1050X1050X420M,BUSCHWB1050,Wooden Box,PCS
IC-1.SLD.VBFGS.001196,HONDAVB60/VCI Bag/600 X 500 X 450,HONDAVB60,VCI Bag,PCS
IC-1.SLD.VBFGS.001197,HONDAVB62/VCI Bag/620 X 330 X 470 MM,HONDAVB62,VCI Bag,PCS
IC-1.SLD.VBFGS.001198,HONDAVB71/VCI Bag/710 X 325 X 460,HONDAVB71,VCI Bag,PCS
IC-1.SLD.VBFGS.001199,INDIAVB100/VCI Bag/125 X 100 mm,INDIAVB100,VCI Bag,PCS
IC-1.SLD.VBFGS.001200,INDIAVB125/VCI Bag/150 X 125 mm,INDIAVB125,VCI Bag,PCS
IC-1.SLD.VBFGS.001201,INDIAVB14/VCI Bag/700 X 1400 mm,INDIAVB14,VCI Bag,PCS
IC-1.SLD.VBFGS.001203,INDIAVB150/VCI Bag/100 X 150 mm,INDIAVB150,VCI Bag,PCS
IC-1.SLD.VBFGS.001204,INDIAVB200/VCI Bag/150 X 200 mm,INDIAVB200,VCI Bag,PCS
IC-1.SLD.VBFGS.001205,INDIAVB22/VCI Bag/225 X 150 mm,INDIAVB22,VCI Bag,PCS
IC-1.SLD.VBFGS.001207,INDIAVB229/VCI Bag/290 X 330 mm,INDIAVB229,VCI Bag,PCS
IC-1.SLD.VBFGS.001208,INDIAVB24/VCI Bag/240 X 75 mm,INDIAVB24,VCI Bag,PCS
IC-1.SLD.VBFGS.001209,INDIAVB240/VCI Bag/240 X 100 mm,INDIAVB240,VCI Bag,PCS
IC-1.SLD.VBFGS.001210,INDIAVB250/VCI Bag/250 X 250 mm,INDIAVB250,VCI Bag,PCS
IC-1.SLD.VBFGS.001212,INDIAVB300/VCI Bag/300 X 500 mm,INDIAVB300,VCI Bag,PCS
IC-1.SLD.VBFGS.001216,INDIAVB400/VCI Bag/250 X 400 mm,INDIAVB400,VCI Bag,PCS
IC-1.SLD.VBFGS.001217,INDIAVB43/VCI Bag/430 X 100 mm,INDIAVB43,VCI Bag,PCS
IC-1.SLD.VBFGS.001539,"SOCOMVB10/VCI Bag/1000 X 1200, 100 Micron",SOCOMVB10,VCI Bag,PCS
IC-1.SLD.VBFGS.001540,SOCOMVB80/VCI Bag/1000 X 800,SOCOMVB80,VCI Bag,PCS
IC-1.SLD.VBFGS.001541,SODECVB56/VCI Bag/  560 x 320 x 400 MM,SODECVB56,VCI Bag,PCS
IC-1.SLD.VBFGS.001542,SONIAVB28/VCI Bag/280 X 360 X 280 mm,SONIAVB28,VCI Bag,PCS
IC-1.SLD.VBFGS.001543,SONIAVB55/VCI Bag/5.5 X 7 INCH,SONIAVB55,VCI Bag,PCS
IC-1.SLD.VBFGS.001544,SPRINVB12/VCI Bag/ 1200 X 800 X 800,SPRINVB12,VCI Bag,PCS
IC-1.SLD.VBFGS.001545,SPRINVB30/VCI Bag/ 300 X 200 X 250,SPRINVB30,VCI Bag,PCS
IC-1.SLD.VBFGS.001546,SRISAVB12/VCI Bag/ 1200 x 800 x 1350 MM,SRISAVB12,VCI Bag,PCS
